geoid,county,state_po,year,polling_places,period,population,prop_high_poverty,prop_hispanic_latino,prop_2more,prop_aian,prop_asian,prop_black,prop_nhpi,prop_other,prop_white
13317,Wilkes County,GA,2012,7,Before,9905,52.66,4.57,0.89,0,0.8,42.45,0,0.16,51.13
13317,Wilkes County,GA,2018,7,After,9905,52.66,4.57,0.89,0,0.8,42.45,0,0.16,51.13
13319,Wilkinson County,GA,2012,9,Before,9147,44.98,2.71,2.12,0.09,0,38.17,0.09,0,56.83
13319,Wilkinson County,GA,2018,9,After,9147,44.98,2.71,2.12,0.09,0,38.17,0.09,0,56.83
13321,Worth County,GA,2012,15,Before,20809,43.94,2.01,1.2,0.55,0.3,28.21,0,0.37,67.37
13321,Worth County,GA,2018,15,After,20809,43.94,2.01,1.2,0.55,0.3,28.21,0,0.37,67.37
22001,Acadia Parish,LA,2012,40,Before,62607,43.1,2.4,2.06,0.06,0.1,17.62,0.03,0.2,77.53
22001,Acadia Parish,LA,2018,40,After,62607,43.1,2.4,2.06,0.06,0.1,17.62,0.03,0.2,77.53
22003,Allen Parish,LA,2012,22,Before,25667,43.14,4.85,2.31,1.8,0.73,18.98,0,0.22,71.12
22003,Allen Parish,LA,2018,21,After,25667,43.14,4.85,2.31,1.8,0.73,18.98,0,0.22,71.12
22005,Ascension Parish,LA,2012,34,Before,119129,23.57,5.26,2.59,0.03,0.9,21.8,0,0.08,69.35
22005,Ascension Parish,LA,2018,37,After,119129,23.57,5.26,2.59,0.03,0.9,21.8,0,0.08,69.35
22007,Assumption Parish,LA,2012,17,Before,22881,41.08,2.77,0.86,0.63,0.28,29.71,0,0,65.75
22007,Assumption Parish,LA,2018,15,After,22881,41.08,2.77,0.86,0.63,0.28,29.71,0,0,65.75
22009,Avoyelles Parish,LA,2012,28,Before,41095,47.89,1.83,1.28,1.18,0.14,30.1,0.12,0.02,65.33
22009,Avoyelles Parish,LA,2018,27,After,41095,47.89,1.83,1.28,1.18,0.14,30.1,0.12,0.02,65.33
22011,Beauregard Parish,LA,2012,28,Before,36598,37.67,3.67,2.63,0.63,0.37,12.66,0.01,0.05,79.98
22011,Beauregard Parish,LA,2018,28,After,36598,37.67,3.67,2.63,0.63,0.37,12.66,0.01,0.05,79.98
22013,Bienville Parish,LA,2012,21,Before,13806,45.99,1.72,0.98,0.08,0.04,41.47,0,1.43,54.29
22013,Bienville Parish,LA,2018,18,After,13806,45.99,1.72,0.98,0.08,0.04,41.47,0,1.43,54.29
22015,Bossier Parish,LA,2012,50,Before,125698,35.16,6.53,2.08,0.48,1.53,21.59,0.11,0.08,67.6
22015,Bossier Parish,LA,2018,48,After,125698,35.16,6.53,2.08,0.48,1.53,21.59,0.11,0.08,67.6
22017,Caddo Parish,LA,2012,88,Before,251069,44.79,2.78,1.59,0.39,1.21,48.3,0.03,0.15,45.56
22017,Caddo Parish,LA,2018,82,After,251069,44.79,2.78,1.59,0.39,1.21,48.3,0.03,0.15,45.56
22019,Calcasieu Parish,LA,2012,78,Before,198753,38.1,3.22,2.24,0.33,1.35,24.55,0,0.11,68.2
22019,Calcasieu Parish,LA,2018,74,After,198753,38.1,3.22,2.24,0.33,1.35,24.55,0,0.11,68.2
22021,Caldwell Parish,LA,2012,12,Before,10000,46.1,3.13,0.3,0.59,0.16,16.76,0,0,79.06
22021,Caldwell Parish,LA,2018,12,After,10000,46.1,3.13,0.3,0.59,0.16,16.76,0,0,79.06
22023,Cameron Parish,LA,2012,8,Before,6806,30.26,5.54,0.07,0,0.28,2.78,0,0,91.33
22023,Cameron Parish,LA,2018,9,After,6806,30.26,5.54,0.07,0,0.28,2.78,0,0,91.33
22025,Catahoula Parish,LA,2012,16,Before,10044,45.49,1.52,0.27,0.15,0.16,31.94,0,0,65.96
22025,Catahoula Parish,LA,2018,15,After,10044,45.49,1.52,0.27,0.15,0.16,31.94,0,0,65.96
22027,Claiborne Parish,LA,2012,8,Before,16296,57.47,1.44,1.55,0.22,0.04,51.17,0,0,45.59
22027,Claiborne Parish,LA,2018,8,After,16296,57.47,1.44,1.55,0.22,0.04,51.17,0,0,45.59
22029,Concordia Parish,LA,2012,18,Before,20211,54.9,1.32,0.28,0.06,0.21,41.12,0.13,0.03,56.86
22029,Concordia Parish,LA,2018,17,After,20211,54.9,1.32,0.28,0.06,0.21,41.12,0.13,0.03,56.86
22031,De Soto Parish,LA,2012,27,Before,27164,43.45,2.78,0.88,1.1,0.17,36.75,0.07,0.1,58.15
22031,De Soto Parish,LA,2018,25,After,27164,43.45,2.78,0.88,1.1,0.17,36.75,0.07,0.1,58.15
22033,East Baton Rouge Parish,LA,2012,147,Before,446167,36.33,4,1.51,0.14,3.39,45.56,0.03,0.16,45.22
22033,East Baton Rouge Parish,LA,2018,137,After,446167,36.33,4,1.51,0.14,3.39,45.56,0.03,0.16,45.22
22035,East Carroll Parish,LA,2012,14,Before,7318,71.86,0.52,0.57,0,0,71.59,0,0,27.32
22035,East Carroll Parish,LA,2018,13,After,7318,71.86,0.52,0.57,0,0,71.59,0,0,27.32
22037,East Feliciana Parish,LA,2012,12,Before,19553,38.31,1.51,0.57,0.29,0.16,44.41,0,0.12,52.94
22037,East Feliciana Parish,LA,2018,12,After,19553,38.31,1.51,0.57,0.29,0.16,44.41,0,0.12,52.94
22039,Evangeline Parish,LA,2012,33,Before,33750,53.56,3.44,1.62,0.11,0.36,27.45,0,0.05,66.97
22039,Evangeline Parish,LA,2018,30,After,33750,53.56,3.44,1.62,0.11,0.36,27.45,0,0.05,66.97
22041,Franklin Parish,LA,2012,18,Before,20388,52.75,0.2,1.07,0.04,0.04,33.37,0,0,65.28
22041,Franklin Parish,LA,2018,18,After,20388,52.75,0.2,1.07,0.04,0.04,33.37,0,0,65.28
22043,Grant Parish,LA,2012,15,Before,22305,42.88,4.86,1.66,1.27,0.2,15.23,0,0.19,76.59
22043,Grant Parish,LA,2018,14,After,22305,42.88,4.86,1.66,1.27,0.2,15.23,0,0.19,76.59
22045,Iberia Parish,LA,2012,41,Before,73346,42.66,4.04,2.49,0.08,2.77,31.35,0,0.05,59.22
22045,Iberia Parish,LA,2018,41,After,73346,42.66,4.04,2.49,0.08,2.77,31.35,0,0.05,59.22
22047,Iberville Parish,LA,2012,25,Before,33122,42.29,2.53,0.78,0.25,0.06,48.69,0,0,47.69
22047,Iberville Parish,LA,2018,23,After,33122,42.29,2.53,0.78,0.25,0.06,48.69,0,0,47.69
22049,Jackson Parish,LA,2012,14,Before,15952,48.78,1.57,0.2,0.06,0.48,30.07,0,0.68,66.94
22049,Jackson Parish,LA,2018,14,After,15952,48.78,1.57,0.2,0.06,0.48,30.07,0,0.68,66.94
22051,Jefferson Parish,LA,2012,170,Before,437038,34.53,14.26,1.37,0.33,4.25,26.07,0.02,0.28,53.41
22051,Jefferson Parish,LA,2018,145,After,437038,34.53,14.26,1.37,0.33,4.25,26.07,0.02,0.28,53.41
22053,Jefferson Davis Parish,LA,2012,15,Before,31405,46.3,2.26,1.81,0.68,0.44,16.26,0,0,78.55
22053,Jefferson Davis Parish,LA,2018,14,After,31405,46.3,2.26,1.81,0.68,0.44,16.26,0,0,78.55
22055,Lafayette Parish,LA,2012,58,Before,238230,34.97,4.56,1.58,0.19,1.76,25.63,0,0.18,66.1
22055,Lafayette Parish,LA,2018,48,After,238230,34.97,4.56,1.58,0.19,1.76,25.63,0,0.18,66.1
22057,Lafourche Parish,LA,2012,48,Before,98112,34.67,4.36,2.3,2.41,0.8,13.05,0.02,0.18,76.88
22057,Lafourche Parish,LA,2018,47,After,98112,34.67,4.36,2.3,2.41,0.8,13.05,0.02,0.18,76.88
22059,LaSalle Parish,LA,2012,23,Before,14930,48.23,2.79,0.92,1.28,0,12,0.09,0,82.91
22059,LaSalle Parish,LA,2018,22,After,14930,48.23,2.79,0.92,1.28,0,12,0.09,0,82.91
22061,Lincoln Parish,LA,2012,26,Before,47536,49.12,2.92,1.46,0.19,1.76,40.41,0,0.05,53.23
22061,Lincoln Parish,LA,2018,24,After,47536,49.12,2.92,1.46,0.19,1.76,40.41,0,0.05,53.23
22063,Livingston Parish,LA,2012,37,Before,137096,30.91,3.46,1.47,0.24,0.48,5.92,0.01,0.02,88.41
22063,Livingston Parish,LA,2018,36,After,137096,30.91,3.46,1.47,0.24,0.48,5.92,0.01,0.02,88.41
22065,Madison Parish,LA,2012,16,Before,11616,59.89,1.99,0.25,0.09,0,63.48,0,0.05,34.14
22065,Madison Parish,LA,2018,16,After,11616,59.89,1.99,0.25,0.09,0,63.48,0,0.05,34.14
22067,Morehouse Parish,LA,2012,21,Before,26290,53.67,1.26,0.64,0.09,0.43,47.9,0,0.16,49.53
22067,Morehouse Parish,LA,2018,18,After,26290,53.67,1.26,0.64,0.09,0.43,47.9,0,0.16,49.53
22069,Natchitoches Parish,LA,2012,42,Before,39051,53.95,2.16,1.44,1.06,0.68,40.91,0,1.1,52.66
22069,Natchitoches Parish,LA,2018,41,After,39051,53.95,2.16,1.44,1.06,0.68,40.91,0,1.1,52.66
22071,Orleans Parish,LA,2012,129,Before,388182,45.46,5.53,1.44,0.12,2.94,59.09,0.02,0.29,30.57
22071,Orleans Parish,LA,2018,124,After,388182,45.46,5.53,1.44,0.12,2.94,59.09,0.02,0.29,30.57
22073,Ouachita Parish,LA,2012,50,Before,156433,45.37,2.18,0.79,0.23,1.03,37.36,0,0.05,58.35
22073,Ouachita Parish,LA,2018,49,After,156433,45.37,2.18,0.79,0.23,1.03,37.36,0,0.05,58.35
22075,Plaquemines Parish,LA,2012,10,Before,23394,35.93,6.68,3.31,0.77,3.35,20.6,0,0.13,65.17
22075,Plaquemines Parish,LA,2018,9,After,23394,35.93,6.68,3.31,0.77,3.35,20.6,0,0.13,65.17
22077,Pointe Coupee Parish,LA,2012,21,Before,22271,40.47,2.47,1.07,0.26,0.15,35.4,0,0.22,60.42
22077,Pointe Coupee Parish,LA,2018,19,After,22271,40.47,2.47,1.07,0.26,0.15,35.4,0,0.22,60.42
22079,Rapides Parish,LA,2012,69,Before,132080,41.45,3,1.52,0.56,1.57,31.88,0.01,0.04,61.42
22079,Rapides Parish,LA,2018,68,After,132080,41.45,3,1.52,0.56,1.57,31.88,0.01,0.04,61.42
22081,Red River Parish,LA,2012,13,Before,8723,44.09,1.95,2.99,0.44,0.05,37.48,0,0.08,57.02
22081,Red River Parish,LA,2018,12,After,8723,44.09,1.95,2.99,0.44,0.05,37.48,0,0.08,57.02
22083,Richland Parish,LA,2012,17,Before,20619,49.86,2.07,0.81,0,0.55,35.85,0,0.21,60.52
22083,Richland Parish,LA,2018,16,After,20619,49.86,2.07,0.81,0,0.55,35.85,0,0.21,60.52
22085,Sabine Parish,LA,2012,30,Before,24145,41.41,3.81,3.6,7.46,0.44,16.53,0.04,0,68.11
22085,Sabine Parish,LA,2018,28,After,24145,41.41,3.81,3.6,7.46,0.44,16.53,0.04,0,68.11
22087,St. Bernard Parish,LA,2012,10,Before,45067,43.82,9.89,1.58,0.3,2.31,22.04,0.04,0.37,63.47
22087,St. Bernard Parish,LA,2018,10,After,45067,43.82,9.89,1.58,0.3,2.31,22.04,0.04,0.37,63.47
22089,St. Charles Parish,LA,2012,26,Before,52728,27.98,5.81,0.95,0.26,1.08,26.37,0,0.05,65.49
22089,St. Charles Parish,LA,2018,23,After,52728,27.98,5.81,0.95,0.26,1.08,26.37,0,0.05,65.49
22091,St. Helena Parish,LA,2012,9,Before,10509,50.8,0.23,0.75,0.75,0.22,53.96,0,0.02,44.07
22091,St. Helena Parish,LA,2018,9,After,10509,50.8,0.23,0.75,0.75,0.22,53.96,0,0.02,44.07
22093,St. James Parish,LA,2012,13,Before,21485,35.55,1.56,0.52,0,0.24,49.62,0,0.04,48.02
22093,St. James Parish,LA,2018,12,After,21485,35.55,1.56,0.52,0,0.24,49.62,0,0.04,48.02
22095,St. John the Baptist Parish,LA,2012,15,Before,43565,38.6,5.79,1.14,0,0.9,55.41,0,0.4,36.35
22095,St. John the Baptist Parish,LA,2018,15,After,43565,38.6,5.79,1.14,0,0.9,55.41,0,0.4,36.35
22097,St. Landry Parish,LA,2012,59,Before,83580,51.23,2.01,1.57,0.11,0.31,40.98,0,0.36,54.65
22097,St. Landry Parish,LA,2018,56,After,83580,51.23,2.01,1.57,0.11,0.31,40.98,0,0.36,54.65
22099,St. Martin Parish,LA,2012,31,Before,53609,39.93,2.81,1.8,0.35,1,29.3,0,0.36,64.38
22099,St. Martin Parish,LA,2018,28,After,53609,39.93,2.81,1.8,0.35,1,29.3,0,0.36,64.38
22101,St. Mary Parish,LA,2012,45,Before,52578,42.6,6.84,3.58,1.07,1.39,30.91,0.01,0.08,56.12
22101,St. Mary Parish,LA,2018,45,After,52578,42.6,6.84,3.58,1.07,1.39,30.91,0.01,0.08,56.12
22103,St. Tammany Parish,LA,2012,61,Before,249201,26.04,5.42,1.58,0.49,1.55,11.6,0.02,0.24,79.11
22103,St. Tammany Parish,LA,2018,64,After,249201,26.04,5.42,1.58,0.49,1.55,11.6,0.02,0.24,79.11
22105,Tangipahoa Parish,LA,2012,38,Before,128850,42.72,4.09,1.83,0.27,0.75,29.41,0,0.11,63.53
22105,Tangipahoa Parish,LA,2018,38,After,128850,42.72,4.09,1.83,0.27,0.75,29.41,0,0.11,63.53
22107,Tensas Parish,LA,2012,9,Before,4771,66.63,1.82,0.17,0,0.08,55.36,0,0.25,42.32
22107,Tensas Parish,LA,2018,8,After,4771,66.63,1.82,0.17,0,0.08,55.36,0,0.25,42.32
22109,Terrebonne Parish,LA,2012,57,Before,113067,41.73,5.04,2.25,5.4,0.88,19.22,0.05,0.04,67.11
22109,Terrebonne Parish,LA,2018,50,After,113067,41.73,5.04,2.25,5.4,0.88,19.22,0.05,0.04,67.11
22111,Union Parish,LA,2012,22,Before,22537,43.16,4.66,1.16,0.06,0.08,25.27,0.14,0,68.62
22111,Union Parish,LA,2018,21,After,22537,43.16,4.66,1.16,0.06,0.08,25.27,0.14,0,68.62
22113,Vermilion Parish,LA,2012,30,Before,59841,39.3,3.28,1.36,0.48,2.17,14.22,0,0.09,78.4
22113,Vermilion Parish,LA,2018,28,After,59841,39.3,3.28,1.36,0.48,2.17,14.22,0,0.09,78.4
22115,Vernon Parish,LA,2012,30,Before,51906,42.97,9.36,2.78,1.4,1.75,14.06,0.45,0.11,70.1
22115,Vernon Parish,LA,2018,30,After,51906,42.97,9.36,2.78,1.4,1.75,14.06,0.45,0.11,70.1
22117,Washington Parish,LA,2012,27,Before,46449,51.74,2.09,1.53,0.26,0.23,30.08,0.01,0.05,65.76
22117,Washington Parish,LA,2018,27,After,46449,51.74,2.09,1.53,0.26,0.23,30.08,0.01,0.05,65.76
22119,Webster Parish,LA,2012,17,Before,40043,53.51,1.83,1.07,0.35,0.26,34.15,0.06,0.06,62.22
22119,Webster Parish,LA,2018,17,After,40043,53.51,1.83,1.07,0.35,0.26,34.15,0.06,0.06,62.22
22121,West Baton Rouge Parish,LA,2012,16,Before,25518,32.12,3.01,1.06,0.35,0.31,38.45,0,0,56.81
22121,West Baton Rouge Parish,LA,2018,15,After,25518,32.12,3.01,1.06,0.35,0.31,38.45,0,0,56.81
22123,West Carroll Parish,LA,2012,9,Before,11274,47.3,3.24,0.96,0.18,0,15.87,0.06,0.06,79.63
22123,West Carroll Parish,LA,2018,9,After,11274,47.3,3.24,0.96,0.18,0,15.87,0.06,0.06,79.63
22125,West Feliciana Parish,LA,2012,12,Before,15376,36.52,1.52,0.75,0.2,0.52,44.89,0,0.08,52.06
22125,West Feliciana Parish,LA,2018,12,After,15376,36.52,1.52,0.75,0.2,0.52,44.89,0,0.08,52.06
22127,Winn Parish,LA,2012,21,Before,14631,47.96,1.92,1.14,0.49,0,31.23,0,0,65.22
22127,Winn Parish,LA,2018,16,After,14631,47.96,1.92,1.14,0.49,0,31.23,0,0,65.22
28001,Adams County,MS,2012,20,Before,31583,56.3,8.44,1.04,0.18,0.62,52.81,0,0,36.9
28001,Adams County,MS,2018,19,After,31583,56.3,8.44,1.04,0.18,0.62,52.81,0,0,36.9
28003,Alcorn County,MS,2014,17,Before,37242,46.88,3.02,1.79,0,0.29,11.74,0,0,83.16
28003,Alcorn County,MS,2018,17,After,37242,46.88,3.02,1.79,0,0.29,11.74,0,0,83.16
28005,Amite County,MS,2012,21,Before,12574,50.42,0.23,0.18,0,0.27,41.97,0,0,57.35
28005,Amite County,MS,2018,21,After,12574,50.42,0.23,0.18,0,0.27,41.97,0,0,57.35
28007,Attala County,MS,2012,20,Before,18731,53.18,2.01,1.2,0.14,0.42,42.19,0,0,54.05
28007,Attala County,MS,2018,20,After,18731,53.18,2.01,1.2,0.14,0.42,42.19,0,0,54.05
28009,Benton County,MS,2014,5,Before,8306,48.07,2.46,0.73,0,0,36.62,0,0,60.19
28009,Benton County,MS,2018,5,After,8306,48.07,2.46,0.73,0,0,36.62,0,0,60.19
28011,Bolivar County,MS,2012,29,Before,33121,61.78,2.1,0.18,0.27,0.93,64.15,0,0,32.36
28011,Bolivar County,MS,2018,28,After,33121,61.78,2.1,0.18,0.27,0.93,64.15,0,0,32.36
28013,Calhoun County,MS,2012,10,Before,14617,49.84,5.67,1.59,0,0.21,27.24,0.26,0.03,65
28013,Calhoun County,MS,2018,10,After,14617,49.84,5.67,1.59,0,0.21,27.24,0.26,0.03,65
28015,Carroll County,MS,2012,13,Before,10221,29.8,0.49,1.04,0.07,0.68,33.48,0,0,64.25
28015,Carroll County,MS,2018,13,After,10221,29.8,0.49,1.04,0.07,0.68,33.48,0,0,64.25
28017,Chickasaw County,MS,2012,13,Before,17305,54.09,4.42,1.44,0.13,0.1,43.29,0,0.12,50.49
28017,Chickasaw County,MS,2018,15,After,17305,54.09,4.42,1.44,0.13,0.1,43.29,0,0.12,50.49
28019,Choctaw County,MS,2012,13,Before,8360,47.89,0.49,0.35,0.51,0.13,30.87,0.07,0,67.57
28019,Choctaw County,MS,2018,15,After,8360,47.89,0.49,0.35,0.51,0.13,30.87,0.07,0,67.57
28021,Claiborne County,MS,2012,9,Before,9106,65.7,0.36,0.07,0.16,0.43,86.92,0,0,12.06
28021,Claiborne County,MS,2018,10,After,9106,65.7,0.36,0.07,0.16,0.43,86.92,0,0,12.06
28023,Clarke County,MS,2012,23,Before,16089,42.95,0.86,0.46,0.1,0,35.12,0,0.09,63.38
28023,Clarke County,MS,2018,23,After,16089,42.95,0.86,0.46,0.1,0,35.12,0,0.09,63.38
28025,Clay County,MS,2012,14,Before,19990,50.41,0.64,0.23,0.34,0.65,58.97,0,0,39.17
28025,Clay County,MS,2018,14,After,19990,50.41,0.64,0.23,0.34,0.65,58.97,0,0,39.17
28027,Coahoma County,MS,2014,19,Before,24296,63.61,0.14,0.49,0.12,0.54,77.12,0,0,21.58
28027,Coahoma County,MS,2018,18,After,24296,63.61,0.14,0.49,0.12,0.54,77.12,0,0,21.58
28029,Copiah County,MS,2012,19,Before,28748,49.9,2.96,0.69,0,0.23,51.67,0,0.05,44.41
28029,Copiah County,MS,2018,19,After,28748,49.9,2.96,0.69,0,0.23,51.67,0,0.05,44.41
28031,Covington County,MS,2012,18,Before,19172,47.34,2.4,0.97,0,0.24,35.59,0.1,0,60.7
28031,Covington County,MS,2018,16,After,19172,47.34,2.4,0.97,0,0.24,35.59,0.1,0,60.7
28033,DeSoto County,MS,2012,38,Before,173267,26.45,4.76,1.78,0.14,1.21,25.31,0.01,0.14,66.65
28033,DeSoto County,MS,2018,41,After,173267,26.45,4.76,1.78,0.14,1.21,25.31,0.01,0.14,66.65
28035,Forrest County,MS,2014,35,Before,75835,47.3,3.04,1.94,0.24,0.87,36.8,0.01,0.03,57.06
28035,Forrest County,MS,2018,34,After,75835,47.3,3.04,1.94,0.24,0.87,36.8,0.01,0.03,57.06
28037,Franklin County,MS,2012,14,Before,7772,43.01,0.84,0,0,0.03,35.96,0,0,63.18
28037,Franklin County,MS,2018,14,After,7772,43.01,0.84,0,0,0.03,35.96,0,0,63.18
28039,George County,MS,2012,22,Before,23545,39.32,2.7,0.78,0.5,0.85,7.72,0,0,87.45
28039,George County,MS,2018,22,After,23545,39.32,2.7,0.78,0.5,0.85,7.72,0,0,87.45
28041,Greene County,MS,2012,13,Before,13801,30.51,1.13,1.02,0.17,0,25.59,0,0,72.1
28041,Greene County,MS,2018,13,After,13801,30.51,1.13,1.02,0.17,0,25.59,0,0,72.1
28043,Grenada County,MS,2014,12,Before,21379,49.51,0.43,0.98,0.29,0,43.22,0,0,55.08
28043,Grenada County,MS,2018,12,After,21379,49.51,0.43,0.98,0.29,0,43.22,0,0,55.08
28045,Hancock County,MS,2014,25,Before,46277,38.3,3.76,1.98,0.33,0.18,8.67,0,0.17,84.91
28045,Hancock County,MS,2018,25,After,46277,38.3,3.76,1.98,0.33,0.18,8.67,0,0.17,84.91
28047,Harrison County,MS,2012,66,Before,200491,42.14,5.35,2.44,0.49,2.95,24.02,0.02,0.15,64.58
28047,Harrison County,MS,2018,53,After,200491,42.14,5.35,2.44,0.49,2.95,24.02,0.02,0.15,64.58
28049,Hinds County,MS,2012,118,Before,243249,45.33,1.5,0.56,0.09,0.82,71.56,0.03,0.1,25.33
28049,Hinds County,MS,2018,110,After,243249,45.33,1.5,0.56,0.09,0.82,71.56,0.03,0.1,25.33
28051,Holmes County,MS,2012,17,Before,18267,76.13,0.27,0.42,0.04,0.33,83.15,0,0.17,15.61
28051,Holmes County,MS,2018,17,After,18267,76.13,0.27,0.42,0.04,0.33,83.15,0,0.17,15.61
28053,Humphreys County,MS,2012,13,Before,8678,69.27,2.86,0.07,0.16,0.16,75.47,0,0,21.28
28053,Humphreys County,MS,2018,13,After,8678,69.27,2.86,0.07,0.16,0.16,75.47,0,0,21.28
28055,Issaquena County,MS,2012,5,Before,1296,69.6,1.16,0,0,0,64.89,0,0,33.95
28055,Issaquena County,MS,2018,5,After,1296,69.6,1.16,0,0,0,64.89,0,0,33.95
28057,Itawamba County,MS,2012,27,Before,23439,45.44,1.48,0.41,0.01,0.17,7.36,0.03,0,90.54
28057,Itawamba County,MS,2018,24,After,23439,45.44,1.48,0.41,0.01,0.17,7.36,0.03,0,90.54
28059,Jackson County,MS,2012,31,Before,141314,34.74,5.9,1.57,0.34,2.21,21.6,0.04,0.07,68.27
28059,Jackson County,MS,2018,32,After,141314,34.74,5.9,1.57,0.34,2.21,21.6,0.04,0.07,68.27
28061,Jasper County,MS,2012,18,Before,16547,48.68,0,0.56,0.01,0,54.07,0,0.28,45.08
28061,Jasper County,MS,2018,17,After,16547,48.68,0,0.56,0.01,0,54.07,0,0.28,45.08
28063,Jefferson County,MS,2012,15,Before,7463,63.76,0.12,0,0,0.43,86.4,0,0,13.05
28063,Jefferson County,MS,2018,12,After,7463,63.76,0.12,0,0,0.43,86.4,0,0,13.05
28065,Jefferson Davis County,MS,2014,21,Before,11639,67.67,0.34,0.15,0,0,61.65,0,0,37.86
28065,Jefferson Davis County,MS,2018,17,After,11639,67.67,0.34,0.15,0,0,61.65,0,0,37.86
28067,Jones County,MS,2014,37,Before,68328,46.79,4.27,0.92,0.21,0.53,28.97,0.07,0.12,64.89
28067,Jones County,MS,2018,37,After,68328,46.79,4.27,0.92,0.21,0.53,28.97,0.07,0.12,64.89
28069,Kemper County,MS,2012,14,Before,10082,65.6,1.7,0.09,3.75,0,60.29,0,0,34.18
28069,Kemper County,MS,2018,14,After,10082,65.6,1.7,0.09,3.75,0,60.29,0,0,34.18
28071,Lafayette County,MS,2012,18,Before,52744,41.1,2.49,1.02,0.06,2.1,23.82,0.05,0.42,70.04
28071,Lafayette County,MS,2018,18,After,52744,41.1,2.49,1.02,0.06,2.1,23.82,0.05,0.42,70.04
28073,Lamar County,MS,2014,21,Before,60517,33.54,2.55,1.32,0.07,1.39,19.95,0,0.03,74.69
28073,Lamar County,MS,2018,23,After,60517,33.54,2.55,1.32,0.07,1.39,19.95,0,0.03,74.69
28075,Lauderdale County,MS,2012,49,Before,78221,46.12,2.24,1.06,0.15,0.67,42.78,0,0.04,53.06
28075,Lauderdale County,MS,2018,40,After,78221,46.12,2.24,1.06,0.15,0.67,42.78,0,0.04,53.06
28077,Lawrence County,MS,2014,26,Before,12659,43.19,0.54,0.83,0,0.03,33.17,0,0,65.43
28077,Lawrence County,MS,2018,24,After,12659,43.19,0.54,0.83,0,0.03,33.17,0,0,65.43
28079,Leake County,MS,2012,19,Before,22936,54.42,4.43,0.31,5.78,0.18,41.93,0,0,47.39
28079,Leake County,MS,2018,19,After,22936,54.42,4.43,0.31,5.78,0.18,41.93,0,0,47.39
28081,Lee County,MS,2014,38,Before,84840,39.18,2.55,0.95,0.16,0.81,28.88,0.02,0.24,66.39
28081,Lee County,MS,2018,36,After,84840,39.18,2.55,0.95,0.16,0.81,28.88,0.02,0.24,66.39
28083,Leflore County,MS,2012,19,Before,30113,63.4,2.57,0.63,0,0.72,73.16,0,0.03,22.89
28083,Leflore County,MS,2018,18,After,30113,63.4,2.57,0.63,0,0.72,73.16,0,0.03,22.89
28085,Lincoln County,MS,2012,32,Before,34542,44.66,1.07,0.14,0.01,0.74,30.81,0,0,67.24
28085,Lincoln County,MS,2018,30,After,34542,44.66,1.07,0.14,0.01,0.74,30.81,0,0,67.24
28087,Lowndes County,MS,2012,22,Before,59558,43.62,2.02,1.03,0.2,1,43.5,0.02,0.03,52.21
28087,Lowndes County,MS,2018,21,After,59558,43.62,2.02,1.03,0.2,1,43.5,0.02,0.03,52.21
28089,Madison County,MS,2014,43,Before,102212,24.96,2.86,0.45,0.17,2.49,38.19,0.01,0.21,55.62
28089,Madison County,MS,2018,42,After,102212,24.96,2.86,0.45,0.17,2.49,38.19,0.01,0.21,55.62
28091,Marion County,MS,2012,24,Before,25466,57.47,1.49,0.59,0.31,0.33,32.12,0.06,0.11,64.99
28091,Marion County,MS,2018,22,After,25466,57.47,1.49,0.59,0.31,0.33,32.12,0.06,0.11,64.99
28093,Marshall County,MS,2012,24,Before,35981,41.65,3.49,0.89,0.1,0.12,47.63,0,0.02,47.75
28093,Marshall County,MS,2018,24,After,35981,41.65,3.49,0.89,0.1,0.12,47.63,0,0.02,47.75
28095,Monroe County,MS,2012,26,Before,35967,44.55,1.17,1.42,0.03,0.24,30.14,0,0.02,66.99
28095,Monroe County,MS,2018,26,After,35967,44.55,1.17,1.42,0.03,0.24,30.14,0,0.02,66.99
28097,Montgomery County,MS,2012,16,Before,10309,47.83,2.28,3.05,0,0.29,42.02,0,0,52.36
28097,Montgomery County,MS,2018,15,After,10309,47.83,2.28,3.05,0,0.29,42.02,0,0,52.36
28099,Neshoba County,MS,2012,27,Before,29437,47.48,1.95,2.2,15.75,0.37,20.88,0,0.01,58.85
28099,Neshoba County,MS,2018,27,After,29437,47.48,1.95,2.2,15.75,0.37,20.88,0,0.01,58.85
28101,Newton County,MS,2012,19,Before,21437,48.35,1.81,1.19,5.08,0.45,29.98,0,0.01,61.49
28101,Newton County,MS,2018,16,After,21437,48.35,1.81,1.19,5.08,0.45,29.98,0,0.01,61.49
28103,Noxubee County,MS,2012,10,Before,10942,55.87,1.35,0.42,0.18,0.04,72.08,0,0,25.93
28103,Noxubee County,MS,2018,8,After,10942,55.87,1.35,0.42,0.18,0.04,72.08,0,0,25.93
28105,Oktibbeha County,MS,2012,20,Before,49392,50.58,1.65,1.33,0.09,2.93,37.06,0.02,0.06,56.87
28105,Oktibbeha County,MS,2018,20,After,49392,50.58,1.65,1.33,0.09,2.93,37.06,0.02,0.06,56.87
28107,Panola County,MS,2012,24,Before,34229,51.91,1.75,0.77,0.06,0.01,50.14,0,0,47.26
28107,Panola County,MS,2018,22,After,34229,51.91,1.75,0.77,0.06,0.01,50.14,0,0,47.26
